,Unnamed: 0,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id
5296,96,@,L 104-119 ,240,39,92,0.424,31,68,0.456,8,24,0.333,18,22,0.818,104,46,93,0.495,29,56,0.518,17,37,0.459,10,18,0.556,119,2015-11-06,DEN,GSW
5297,97,@,L 104-108 ,240,36,91,0.396,26,62,0.419,10,29,0.345,22,27,0.815,104,40,77,0.519,33,58,0.569,7,19,0.368,21,32,0.656,108,2015-11-09,POR,DEN
5298,98,@,W 104-95 ,240,38,78,0.487,30,52,0.577,8,26,0.308,20,27,0.741,104,36,80,0.45,27,61,0.443,9,19,0.474,14,19,0.737,95,2015-11-10,CHA,MIN
5299,99,@,L 104-118 ,240,40,90,0.444,31,64,0.484,9,26,0.346,15,28,0.536,104,44,83,0.53,30,53,0.566,14,30,0.467,16,21,0.762,118,2015-11-12,LAC,PHO
5300,0,Home,W 104-99 ,240,36,84,0.429,29,63,0.46,7,21,0.333,25,31,0.806,104,38,80,0.475,27,47,0.574,11,33,0.333,12,20,0.6,99,2015-11-17,DET,CLE
5301,1,Home,W 104-101 (OT),265,41,110,0.373,32,89,0.36,9,21,0.429,13,21,0.619,104,36,85,0.424,32,67,0.478,4,18,0.222,25,30,0.833,101,2015-11-18,ORL,MIN
5302,2,Home,W 104-90 ,240,40,88,0.455,32,66,0.485,8,22,0.364,16,17,0.941,104,34,84,0.405,25,67,0.373,9,17,0.529,13,16,0.813,90,2015-11-20,NOP,SAS
5303,3,Home,W 104-81 ,240,41,98,0.418,25,67,0.373,16,31,0.516,6,7,0.857,104,32,79,0.405,26,59,0.441,6,20,0.3,11,16,0.688,81,2015-11-25,DET,MIA
5304,4,Home,W 104-92 ,240,37,87,0.425,29,59,0.492,8,28,0.286,22,29,0.759,104,32,92,0.348,21,66,0.318,11,26,0.423,17,20,0.85,92,2015-11-27,IND,CHI
5305,5,Home,L 104-113 ,240,35,81,0.432,26,54,0.481,9,27,0.333,25,33,0.758,104,43,90,0.478,41,80,0.513,2,10,0.2,25,26,0.962,113,2015-12-01,NOP,MEM
5306,6,Home,L 104-108 ,240,37,79,0.468,30,58,0.517,7,21,0.333,23,31,0.742,104,41,96,0.427,33,71,0.465,8,25,0.32,18,20,0.9,108,2015-12-02,WAS,LAL
5307,7,Home,L 104-116 ,240,42,89,0.472,34,62,0.548,8,27,0.296,12,21,0.571,104,38,76,0.5,22,45,0.489,16,31,0.516,24,27,0.889,116,2015-12-06,WAS,DAL
5308,8,Home,W 104-84 ,240,36,84,0.429,28,58,0.483,8,26,0.308,24,35,0.686,104,32,87,0.368,22,53,0.415,10,34,0.294,10,22,0.455,84,2015-12-07,CHA,DET
5309,9,@,W 104-97 ,240,37,82,0.451,24,51,0.471,13,31,0.419,17,20,0.85,104,40,84,0.476,31,59,0.525,9,25,0.36,8,9,0.889,97,2015-12-07,DAL,NYK
5310,10,@,L 104-107 ,240,40,85,0.471,28,60,0.467,12,25,0.48,12,16,0.75,104,41,80,0.513,35,56,0.625,6,24,0.25,19,27,0.704,107,2015-12-09,ORL,PHO
5311,11,Home,W 104-98 (OT),265,35,79,0.443,28,58,0.483,7,21,0.333,27,30,0.9,104,39,94,0.415,31,72,0.431,8,22,0.364,12,20,0.6,98,2015-12-13,OKC,UTA
5312,12,Home,W 104-94 ,240,38,77,0.494,26,45,0.578,12,32,0.375,16,21,0.762,104,33,80,0.413,24,55,0.436,9,25,0.36,19,27,0.704,94,2015-12-14,DAL,PHO
5313,13,@,W 104-98 ,240,40,75,0.533,33,54,0.611,7,21,0.333,17,24,0.708,104,42,89,0.472,38,73,0.521,4,16,0.25,10,14,0.714,98,2015-12-16,MIA,BRK
5314,14,@,W 104-94 ,240,34,73,0.466,24,52,0.462,10,21,0.476,26,28,0.929,104,32,67,0.478,25,47,0.532,7,20,0.35,23,29,0.793,94,2015-12-16,NOP,UTA
5315,15,Home,W 104-100 ,240,41,88,0.466,29,59,0.492,12,29,0.414,10,13,0.769,104,35,74,0.473,29,54,0.537,6,20,0.3,24,28,0.857,100,2015-12-17,CLE,OKC
5316,16,Home,W 104-97 ,240,37,89,0.416,30,61,0.492,7,28,0.25,23,26,0.885,104,36,86,0.419,28,70,0.4,8,16,0.5,17,17,1.0,97,2015-12-18,IND,BRK
5317,17,Home,W 104-88 ,240,44,84,0.524,38,68,0.559,6,16,0.375,10,17,0.588,104,26,71,0.366,22,49,0.449,4,22,0.182,32,38,0.842,88,2015-12-18,PHO,NOP
5318,18,@,W 104-94 ,240,40,76,0.526,31,55,0.564,9,21,0.429,15,24,0.625,104,35,94,0.372,27,65,0.415,8,29,0.276,16,17,0.941,94,2015-12-20,SAC,TOR
5319,19,@,W 104-90 ,240,40,85,0.471,35,70,0.5,5,15,0.333,19,24,0.792,104,31,66,0.47,24,43,0.558,7,23,0.304,21,32,0.656,90,2015-12-22,MEM,PHI
5320,20,Home,W 104-101 ,240,44,84,0.524,37,68,0.544,7,16,0.438,9,13,0.692,104,41,83,0.494,34,54,0.63,7,29,0.241,12,17,0.706,101,2015-12-23,ORL,HOU
5321,21,@,W 104-96 ,240,42,91,0.462,28,56,0.5,14,35,0.4,6,13,0.462,104,36,87,0.414,23,62,0.371,13,25,0.52,11,17,0.647,96,2015-12-23,DEN,PHO
5322,22,Home,L 104-111 ,240,34,88,0.386,24,61,0.393,10,27,0.37,26,34,0.765,104,38,79,0.481,26,52,0.5,12,27,0.444,23,27,0.852,111,2015-12-26,PHO,PHI
5323,23,Home,L 104-109 ,240,36,74,0.486,26,47,0.553,10,27,0.37,22,27,0.815,104,38,79,0.481,25,53,0.472,13,26,0.5,20,24,0.833,109,2015-12-26,UTA,LAC
5324,24,Home,W 104-97 ,240,40,87,0.46,32,66,0.485,8,21,0.381,16,24,0.667,104,38,88,0.432,32,68,0.471,6,20,0.3,15,24,0.625,97,2015-12-28,CHI,TOR
5325,25,Home,W 104-89 ,240,45,82,0.549,38,65,0.585,7,17,0.412,7,11,0.636,104,37,83,0.446,32,63,0.508,5,20,0.25,10,15,0.667,89,2015-12-28,ORL,NOP
5326,26,Home,L 104-112 ,240,38,88,0.432,31,61,0.508,7,27,0.259,21,25,0.84,104,43,94,0.457,34,75,0.453,9,19,0.474,17,23,0.739,112,2015-12-30,BOS,LAL
5327,27,Home,W 104-94 ,240,36,91,0.396,21,58,0.362,15,33,0.455,17,18,0.944,104,34,85,0.4,24,53,0.453,10,32,0.313,16,18,0.889,94,2016-01-01,TOR,CHO
5328,28,Home,W 104-79 ,240,34,82,0.415,22,45,0.489,12,37,0.324,24,39,0.615,104,29,76,0.382,23,51,0.451,6,25,0.24,15,17,0.882,79,2016-01-02,CLE,ORL
5329,29,Home,L 104-116 ,240,39,89,0.438,29,60,0.483,10,29,0.345,16,23,0.696,104,40,89,0.449,33,72,0.458,7,17,0.412,29,39,0.744,116,2016-01-04,OKC,SAC
5330,30,@,L 104-110 ,240,41,91,0.451,34,69,0.493,7,22,0.318,15,23,0.652,104,45,86,0.523,36,69,0.522,9,17,0.529,11,14,0.786,110,2016-01-13,NYK,BRK
5331,31,@,L 104-107 ,240,36,78,0.462,28,61,0.459,8,17,0.471,24,30,0.8,104,37,75,0.493,30,45,0.667,7,30,0.233,26,38,0.684,107,2016-01-13,MIN,HOU
5332,32,Home,W 104-90 ,240,40,94,0.426,29,69,0.42,11,25,0.44,13,16,0.813,104,31,70,0.443,22,46,0.478,9,24,0.375,19,29,0.655,90,2016-01-13,LAC,MIA
5333,33,Home,L 104-116 ,240,38,85,0.447,30,66,0.455,8,19,0.421,20,28,0.714,104,47,93,0.505,32,58,0.552,15,35,0.429,7,11,0.636,116,2016-01-15,BRK,POR
5334,34,Home,L 104-118 ,240,38,80,0.475,35,63,0.556,3,17,0.176,25,32,0.781,104,51,98,0.52,40,73,0.548,11,25,0.44,5,10,0.5,118,2016-01-15,IND,WAS
5335,35,Home,L 104-110 ,240,35,83,0.422,28,63,0.444,7,20,0.35,27,36,0.75,104,41,97,0.423,35,69,0.507,6,28,0.214,22,30,0.733,110,2016-01-19,DEN,OKC
5336,36,@,W 104-98 ,240,39,87,0.448,29,63,0.46,10,24,0.417,16,23,0.696,104,41,94,0.436,32,63,0.508,9,31,0.29,7,11,0.636,98,2016-01-20,ATL,POR
5337,37,Home,W 104-101 ,240,36,78,0.462,28,56,0.5,8,22,0.364,24,29,0.828,104,40,84,0.476,29,55,0.527,11,29,0.379,10,19,0.526,101,2016-01-23,DEN,DET
5338,38,@,L 104-115 ,240,36,79,0.456,21,49,0.429,15,30,0.5,17,22,0.773,104,43,89,0.483,28,45,0.622,15,44,0.341,14,21,0.667,115,2016-01-24,DAL,HOU
5339,39,@,L 104-111 ,240,42,84,0.5,34,64,0.531,8,20,0.4,12,17,0.706,104,39,86,0.453,30,60,0.5,9,26,0.346,24,30,0.8,111,2016-02-01,MIL,SAC
5340,40,@,W 104-97 ,240,35,74,0.473,26,47,0.553,9,27,0.333,25,32,0.781,104,37,79,0.468,25,48,0.521,12,31,0.387,11,15,0.733,97,2016-02-02,TOR,PHO
5341,41,@,W 104-103 ,240,38,88,0.432,31,68,0.456,7,20,0.35,21,25,0.84,104,37,87,0.425,29,57,0.509,8,30,0.267,21,35,0.6,103,2016-02-05,BOS,CLE
5342,42,@,L 104-108 ,240,38,86,0.442,29,61,0.475,9,25,0.36,19,24,0.792,104,38,81,0.469,26,54,0.481,12,27,0.444,20,25,0.8,108,2016-02-06,WAS,CHO
5343,43,@,L 104-112 ,240,38,79,0.481,26,46,0.565,12,33,0.364,16,31,0.516,104,41,76,0.539,35,65,0.538,6,11,0.545,24,29,0.828,112,2016-02-06,DET,IND
5344,44,@,L 104-105 ,240,42,90,0.467,33,65,0.508,9,25,0.36,11,13,0.846,104,42,81,0.519,33,62,0.532,9,19,0.474,12,15,0.8,105,2016-02-08,DEN,BRK
5345,45,Home,L 104-112 ,240,41,93,0.441,35,72,0.486,6,21,0.286,16,22,0.727,104,37,89,0.416,23,49,0.469,14,40,0.35,24,29,0.828,112,2016-02-10,PHO,GSW
5346,46,@,L 104-109 ,240,31,75,0.413,20,49,0.408,11,26,0.423,31,31,1.0,104,40,82,0.488,33,61,0.541,7,21,0.333,22,28,0.786,109,2016-02-19,MIN,MEM
5347,47,@,L 104-110 (OT),265,37,89,0.416,18,48,0.375,19,41,0.463,11,18,0.611,104,41,102,0.402,28,67,0.418,13,35,0.371,15,17,0.882,110,2016-02-19,DAL,ORL
5348,48,@,W 104-96 ,240,40,79,0.506,30,52,0.577,10,27,0.37,14,15,0.933,104,35,81,0.432,30,59,0.508,5,22,0.227,21,24,0.875,96,2016-02-21,CHA,BRK
5349,49,@,L 104-112 ,240,43,90,0.478,40,78,0.513,3,12,0.25,15,19,0.789,104,40,80,0.5,30,57,0.526,10,23,0.435,22,25,0.88,112,2016-02-23,BRK,POR
5350,50,@,L 104-109 ,240,38,90,0.422,29,62,0.468,9,28,0.321,19,26,0.731,104,44,88,0.5,36,65,0.554,8,23,0.348,13,16,0.813,109,2016-02-24,WAS,CHI
5351,51,@,W 104-94 ,240,37,76,0.487,29,57,0.509,8,19,0.421,22,28,0.786,104,35,84,0.417,27,59,0.458,8,25,0.32,16,22,0.727,94,2016-02-27,SAS,HOU
5352,52,@,W 104-85 ,240,37,88,0.42,25,58,0.431,12,30,0.4,18,20,0.9,104,33,88,0.375,27,67,0.403,6,21,0.286,13,18,0.722,85,2016-03-01,POR,NYK
5353,53,Home,W 104-98 ,240,35,79,0.443,30,61,0.492,5,18,0.278,29,33,0.879,104,39,82,0.476,30,56,0.536,9,26,0.346,11,20,0.55,98,2016-03-02,MEM,SAC
5354,54,@,W 104-99 ,240,38,80,0.475,28,60,0.467,10,20,0.5,18,26,0.692,104,34,76,0.447,31,62,0.5,3,14,0.214,28,32,0.875,99,2016-03-02,IND,MIL
5355,55,@,W 104-98 ,240,42,84,0.5,31,55,0.564,11,29,0.379,9,13,0.692,104,32,75,0.427,27,61,0.443,5,14,0.357,29,34,0.853,98,2016-03-02,WAS,MIN
5356,56,Home,W 104-94 ,240,40,80,0.5,34,58,0.586,6,22,0.273,18,21,0.857,104,37,83,0.446,27,57,0.474,10,26,0.385,10,16,0.625,94,2016-03-02,TOR,UTA
5357,57,@,W 104-101 ,240,42,80,0.525,35,55,0.636,7,25,0.28,13,24,0.542,104,45,94,0.479,38,65,0.585,7,29,0.241,4,6,0.667,101,2016-03-03,SAC,DAL
5358,58,@,L 104-105 ,240,42,92,0.457,33,69,0.478,9,23,0.391,11,14,0.786,104,41,90,0.456,37,70,0.529,4,20,0.2,19,25,0.76,105,2016-03-04,NYK,BOS
5359,59,Home,W 104-94 ,240,40,81,0.494,32,58,0.552,8,23,0.348,16,19,0.842,104,37,81,0.457,31,65,0.477,6,16,0.375,14,21,0.667,94,2016-03-05,SAS,SAC
5360,60,@,W 104-96 ,240,32,76,0.421,25,51,0.49,7,25,0.28,33,43,0.767,104,34,90,0.378,31,71,0.437,3,19,0.158,25,30,0.833,96,2016-03-06,OKC,MIL
5361,61,Home,W 104-99 ,240,37,78,0.474,27,55,0.491,10,23,0.435,20,25,0.8,104,42,82,0.512,36,70,0.514,6,12,0.5,9,9,1.0,99,2016-03-08,TOR,BRK
5362,62,Home,L 104-118 ,240,35,86,0.407,23,53,0.434,12,33,0.364,22,32,0.688,104,38,86,0.442,27,53,0.509,11,33,0.333,31,41,0.756,118,2016-03-09,PHI,HOU
5363,63,Home,W 104-96 ,240,38,82,0.463,31,58,0.534,7,24,0.292,21,29,0.724,104,35,82,0.427,28,59,0.475,7,23,0.304,19,27,0.704,96,2016-03-10,TOR,ATL
5364,64,@,L 104-112 (OT),265,37,98,0.378,28,73,0.384,9,25,0.36,21,26,0.808,104,37,84,0.44,31,66,0.47,6,18,0.333,32,38,0.842,112,2016-03-12,MIA,TOR
5365,65,Home,W 104-75 ,240,40,85,0.471,25,55,0.455,15,30,0.5,9,10,0.9,104,33,87,0.379,28,63,0.444,5,24,0.208,4,7,0.571,75,2016-03-13,ATL,IND
5366,66,@,L 104-107 ,240,37,84,0.44,33,68,0.485,4,16,0.25,26,30,0.867,104,40,95,0.421,29,60,0.483,11,35,0.314,16,20,0.8,107,2016-03-14,MIN,PHO
5367,67,Home,L 104-109 ,240,36,82,0.439,29,63,0.46,7,19,0.368,25,30,0.833,104,43,87,0.494,35,63,0.556,8,24,0.333,15,24,0.625,109,2016-03-21,MIN,GSW
5368,68,@,L 104-113 ,240,43,80,0.538,36,64,0.563,7,16,0.438,11,15,0.733,104,40,83,0.482,30,49,0.612,10,34,0.294,23,27,0.852,113,2016-03-23,MIL,CLE
5369,69,Home,W 104-103 ,240,33,76,0.434,27,59,0.458,6,17,0.353,32,40,0.8,104,37,94,0.394,22,57,0.386,15,37,0.405,14,15,0.933,103,2016-03-23,DEN,PHI
5370,70,@,L 104-113 ,240,42,91,0.462,34,71,0.479,8,20,0.4,12,23,0.522,104,45,80,0.563,40,67,0.597,5,13,0.385,18,32,0.563,113,2016-03-23,SAC,MIN
5371,71,Home,W 104-95 ,240,41,89,0.461,33,67,0.493,8,22,0.364,14,19,0.737,104,39,89,0.438,29,51,0.569,10,38,0.263,7,9,0.778,95,2016-03-24,BRK,CLE
5372,72,@,L 104-110 ,240,44,83,0.53,37,65,0.569,7,18,0.389,9,13,0.692,104,44,77,0.571,37,59,0.627,7,18,0.389,15,18,0.833,110,2016-03-25,MEM,SAS
5373,73,Home,W 104-101 ,240,41,87,0.471,32,61,0.525,9,26,0.346,13,20,0.65,104,38,85,0.447,31,52,0.596,7,33,0.212,18,27,0.667,101,2016-03-27,IND,HOU
5374,74,Home,W 104-97 ,240,36,87,0.414,26,53,0.491,10,34,0.294,22,27,0.815,104,34,78,0.436,25,54,0.463,9,24,0.375,20,23,0.87,97,2016-04-06,BOS,NOP
5375,75,Home,L 104-108 ,240,43,90,0.478,39,75,0.52,4,15,0.267,14,19,0.737,104,39,86,0.453,28,59,0.475,11,27,0.407,19,31,0.613,108,2016-04-06,ORL,DET
5376,76,@,L 104-125 ,240,42,98,0.429,34,74,0.459,8,24,0.333,12,16,0.75,104,46,87,0.529,26,40,0.65,20,47,0.426,13,16,0.813,125,2016-04-13,MEM,GSW
5377,77,@,L 104-113 ,240,40,82,0.488,32,58,0.552,8,24,0.333,16,16,1.0,104,39,75,0.52,26,56,0.464,13,19,0.684,22,22,1.0,113,2016-10-25,UTA,POR
5378,78,@,W 104-98 ,240,39,81,0.481,24,50,0.48,15,31,0.484,11,17,0.647,104,32,79,0.405,23,47,0.489,9,32,0.281,25,33,0.758,98,2016-10-29,BOS,CHO
5379,79,@,L 104-111 ,240,37,86,0.43,28,61,0.459,9,25,0.36,21,26,0.808,104,40,76,0.526,34,55,0.618,6,21,0.286,25,39,0.641,111,2016-10-29,MEM,NYK
5380,80,@,W 104-72 ,240,42,85,0.494,37,65,0.569,5,20,0.25,15,23,0.652,104,28,80,0.35,23,62,0.371,5,18,0.278,11,15,0.733,72,2016-10-29,ATL,PHI
5381,81,Home,L 104-127 ,240,37,86,0.43,23,47,0.489,14,39,0.359,16,21,0.762,104,50,89,0.562,40,63,0.635,10,26,0.385,17,23,0.739,127,2016-11-01,POR,GSW
5382,82,Home,L 104-117 ,240,37,84,0.44,29,61,0.475,8,23,0.348,22,27,0.815,104,46,89,0.517,37,68,0.544,9,21,0.429,16,21,0.762,117,2016-11-04,CHI,NYK
5383,83,Home,W 104-98 ,240,38,82,0.463,30,56,0.536,8,26,0.308,20,29,0.69,104,38,82,0.463,30,48,0.625,8,34,0.235,14,18,0.778,98,2016-11-09,CHA,UTA
5384,84,Home,L 104-122 ,240,40,107,0.374,32,74,0.432,8,33,0.242,16,21,0.762,104,40,84,0.476,24,47,0.511,16,37,0.432,26,30,0.867,122,2016-11-12,PHO,BRK
5385,85,Home,W 104-88 ,240,43,92,0.467,38,76,0.5,5,16,0.313,13,16,0.813,104,33,88,0.375,28,61,0.459,5,27,0.185,17,22,0.773,88,2016-11-14,DET,OKC
5386,86,@,L 104-120 ,240,39,79,0.494,31,59,0.525,8,20,0.4,18,29,0.621,104,45,93,0.484,37,76,0.487,8,17,0.471,22,24,0.917,120,2016-11-16,PHO,DEN
5387,87,@,W 104-88 ,240,44,90,0.489,35,62,0.565,9,28,0.321,7,12,0.583,104,31,83,0.373,20,51,0.392,11,32,0.344,15,19,0.789,88,2016-11-18,GSW,BOS
5388,88,Home,W 104-81 ,240,40,83,0.482,29,58,0.5,11,25,0.44,13,14,0.929,104,29,93,0.312,23,74,0.311,6,19,0.316,17,20,0.85,81,2016-11-18,CLE,DET
5389,89,Home,W 104-94 ,240,42,88,0.477,32,61,0.525,10,27,0.37,10,14,0.714,104,34,85,0.4,28,64,0.438,6,21,0.286,20,29,0.69,94,2016-11-20,NYK,ATL
5390,90,Home,L 104-124 ,240,38,84,0.452,27,60,0.45,11,24,0.458,17,18,0.944,104,43,85,0.506,28,53,0.528,15,32,0.469,23,31,0.742,124,2016-11-23,DAL,LAC
5391,91,@,W 104-99 (2OT),290,38,99,0.384,28,70,0.4,10,29,0.345,18,24,0.75,104,35,93,0.376,23,57,0.404,12,36,0.333,17,23,0.739,99,2016-11-23,MEM,PHI
5392,92,@,L 104-119 ,240,36,76,0.474,23,53,0.434,13,23,0.565,19,29,0.655,104,47,100,0.47,35,68,0.515,12,32,0.375,13,17,0.765,119,2016-11-25,NOP,POR
5393,93,Home,L 104-117 ,240,39,80,0.488,30,48,0.625,9,32,0.281,17,21,0.81,104,40,85,0.471,19,35,0.543,21,50,0.42,16,20,0.8,117,2016-11-25,SAC,HOU
5394,94,@,W 104-96 ,240,41,86,0.477,33,62,0.532,8,24,0.333,14,20,0.7,104,38,92,0.413,31,64,0.484,7,28,0.25,13,17,0.765,96,2016-11-27,MIL,ORL
5395,95,@,W 104-85 ,240,36,82,0.439,27,56,0.482,9,26,0.346,23,31,0.742,104,36,89,0.404,29,60,0.483,7,29,0.241,6,13,0.462,85,2016-11-28,CHA,MEM
5396,96,Home,L 104-112 ,240,38,80,0.475,32,50,0.64,6,30,0.2,22,32,0.688,104,40,83,0.482,29,56,0.518,11,27,0.407,21,26,0.808,112,2016-11-28,MIA,BOS
5397,97,Home,L 104-106 ,240,34,77,0.442,30,58,0.517,4,19,0.211,32,39,0.821,104,41,91,0.451,28,59,0.475,13,32,0.406,11,15,0.733,106,2016-11-30,MIN,NYK
5398,98,Home,W 104-84 ,240,37,77,0.481,24,48,0.5,13,29,0.448,17,18,0.944,104,34,90,0.378,25,64,0.391,9,26,0.346,7,13,0.538,84,2016-12-10,UTA,SAC
5399,99,Home,W 104-74 ,240,40,90,0.444,31,67,0.463,9,23,0.391,15,17,0.882,104,27,76,0.355,18,46,0.391,9,30,0.3,11,20,0.55,74,2016-12-20,GSW,UTA
5400,0,@,L 104-116 ,240,36,91,0.396,26,56,0.464,10,35,0.286,22,28,0.786,104,42,91,0.462,34,73,0.466,8,18,0.444,24,31,0.774,116,2016-12-20,BRK,TOR
5401,1,@,W 104-98 ,240,43,81,0.531,35,60,0.583,8,21,0.381,10,15,0.667,104,35,79,0.443,25,52,0.481,10,27,0.37,18,21,0.857,98,2016-12-23,TOR,UTA
5402,2,Home,W 104-90 ,240,37,82,0.451,22,51,0.431,15,31,0.484,15,18,0.833,104,35,83,0.422,27,51,0.529,8,32,0.25,12,17,0.706,90,2016-12-26,MIN,ATL
5403,3,@,L 104-111 ,240,37,75,0.493,24,43,0.558,13,32,0.406,17,22,0.773,104,37,70,0.529,25,45,0.556,12,25,0.48,25,30,0.833,111,2016-12-26,DAL,NOP
5404,4,Home,W 104-92 ,240,38,85,0.447,26,56,0.464,12,29,0.414,16,17,0.941,104,35,93,0.376,28,70,0.4,7,23,0.304,15,16,0.938,92,2016-12-30,NOP,NYK
5405,5,@,L 104-117 ,240,42,97,0.433,32,59,0.542,10,38,0.263,10,11,0.909,104,43,86,0.5,34,64,0.531,9,22,0.409,22,24,0.917,117,2017-01-01,ORL,IND
5406,6,@,L 104-115 ,240,38,82,0.463,27,56,0.482,11,26,0.423,17,21,0.81,104,41,74,0.554,24,43,0.558,17,31,0.548,16,17,0.941,115,2017-01-03,UTA,BOS
5407,7,Home,L 104-105 ,240,42,94,0.447,29,66,0.439,13,28,0.464,7,12,0.583,104,37,78,0.474,28,50,0.56,9,28,0.321,22,31,0.71,105,2017-01-04,NYK,MIL
5408,8,@,W 104-95 ,240,38,90,0.422,27,58,0.466,11,32,0.344,17,25,0.68,104,40,97,0.412,31,55,0.564,9,42,0.214,6,11,0.545,95,2017-01-12,NOP,BRK
5409,9,Home,W 104-89 ,240,44,92,0.478,37,69,0.536,7,23,0.304,9,11,0.818,104,35,89,0.393,32,71,0.451,3,18,0.167,16,21,0.762,89,2017-01-12,NYK,CHI
5410,10,Home,L 104-108 ,240,40,95,0.421,29,63,0.46,11,32,0.344,13,13,1.0,104,40,78,0.513,36,61,0.59,4,17,0.235,24,35,0.686,108,2017-01-15,MEM,CHI
5411,11,Home,L 104-113 ,240,42,89,0.472,37,75,0.493,5,14,0.357,15,22,0.682,104,35,78,0.449,21,41,0.512,14,37,0.378,29,36,0.806,113,2017-01-16,MIL,PHI
5412,12,Home,W 104-101 ,240,36,80,0.45,28,51,0.549,8,29,0.276,24,26,0.923,104,33,83,0.398,25,58,0.431,8,25,0.32,27,34,0.794,101,2017-01-18,WAS,MEM
5413,13,@,W 104-101 ,240,40,84,0.476,35,68,0.515,5,16,0.313,19,25,0.76,104,42,87,0.483,38,65,0.585,4,22,0.182,13,24,0.542,101,2017-01-19,MIN,LAC
5414,14,@,L 104-118 ,240,37,91,0.407,27,60,0.45,10,31,0.323,20,26,0.769,104,44,86,0.512,35,64,0.547,9,22,0.409,21,25,0.84,118,2017-01-19,DEN,SAS
5415,15,Home,L 104-109 ,240,41,82,0.5,31,54,0.574,10,28,0.357,12,17,0.706,104,40,82,0.488,31,61,0.508,9,21,0.429,20,26,0.769,109,2017-01-23,DET,SAC
5416,16,Home,W 104-97 ,240,39,86,0.453,30,54,0.556,9,32,0.281,17,18,0.944,104,35,75,0.467,23,43,0.535,12,32,0.375,15,21,0.714,97,2017-01-30,DAL,CLE
5417,17,Home,W 104-96 ,240,39,82,0.476,28,56,0.5,11,26,0.423,15,23,0.652,104,37,87,0.425,33,61,0.541,4,26,0.154,18,22,0.818,96,2017-01-30,MIA,BRK
5418,18,@,L 104-109 ,240,41,78,0.526,33,47,0.702,8,31,0.258,14,25,0.56,104,36,87,0.414,24,51,0.471,12,36,0.333,25,30,0.833,109,2017-02-01,TOR,BOS
5419,19,Home,W 104-88 ,240,36,78,0.462,25,49,0.51,11,29,0.379,21,27,0.778,104,32,73,0.438,23,50,0.46,9,23,0.391,15,25,0.6,88,2017-02-01,UTA,MIL
5420,20,Home,L 104-108 ,240,40,88,0.455,31,58,0.534,9,30,0.3,15,20,0.75,104,36,76,0.474,19,45,0.422,17,31,0.548,19,23,0.826,108,2017-02-03,POR,DAL
5421,21,Home,L 104-111 ,240,39,86,0.453,27,55,0.491,12,31,0.387,14,28,0.5,104,41,84,0.488,25,44,0.568,16,40,0.4,13,18,0.722,111,2017-02-04,NYK,CLE
5422,22,@,L 104-128 ,240,42,88,0.477,36,63,0.571,6,25,0.24,14,20,0.7,104,44,89,0.494,28,51,0.549,16,38,0.421,24,36,0.667,128,2017-02-07,ORL,HOU
5423,23,Home,L 104-112 ,240,35,86,0.407,27,55,0.491,8,31,0.258,26,30,0.867,104,42,71,0.592,29,41,0.707,13,30,0.433,15,23,0.652,112,2017-02-11,UTA,BOS
5424,24,Home,L 104-109 (OT),265,37,103,0.359,21,61,0.344,16,42,0.381,14,25,0.56,104,32,83,0.386,24,55,0.436,8,28,0.286,37,48,0.771,109,2017-02-13,POR,ATL
5425,25,@,L 104-113 ,240,40,86,0.465,28,62,0.452,12,24,0.5,12,14,0.857,104,39,82,0.476,21,43,0.488,18,39,0.462,17,19,0.895,113,2017-02-15,IND,CLE
5426,26,Home,W 104-103 ,240,38,90,0.422,32,65,0.492,6,25,0.24,22,22,1.0,104,36,77,0.468,22,40,0.55,14,37,0.378,17,20,0.85,103,2017-02-16,CHI,BOS
5427,27,@,L 104-119 ,240,42,100,0.42,34,74,0.459,8,26,0.308,12,17,0.706,104,46,87,0.529,31,49,0.633,15,38,0.395,12,15,0.8,119,2017-02-23,NYK,CLE
5428,28,@,W 104-98 ,240,34,85,0.4,22,50,0.44,12,35,0.343,24,30,0.8,104,35,81,0.432,23,48,0.479,12,33,0.364,16,35,0.457,98,2017-02-26,BOS,DET
5429,29,Home,L 104-109 ,240,41,84,0.488,29,52,0.558,12,32,0.375,10,13,0.769,104,38,85,0.447,22,46,0.478,16,39,0.41,17,24,0.708,109,2017-02-28,LAL,CHO
5430,30,Home,W 104-100 ,240,39,82,0.476,34,55,0.618,5,27,0.185,21,27,0.778,104,38,82,0.463,29,54,0.537,9,28,0.321,15,22,0.682,100,2017-03-03,DAL,MEM
5431,31,Home,W 104-89 ,240,42,86,0.488,35,61,0.574,7,25,0.28,13,16,0.813,104,33,82,0.402,31,60,0.517,2,22,0.091,21,30,0.7,89,2017-03-05,DAL,OKC
5432,32,Home,W 104-93 ,240,37,86,0.43,29,60,0.483,8,26,0.308,22,28,0.786,104,39,84,0.464,32,64,0.5,7,20,0.35,8,12,0.667,93,2017-03-08,MIL,NYK
