,Unnamed: 0,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id
5159,59,Home,L 104-108 (OT),265,38,92,0.413,28,76,0.368,10,16,0.625,18,21,0.857,104,42,95,0.442,32,62,0.516,10,33,0.303,14,19,0.737,108,2013-12-29,CLE,GSW
5160,60,Home,L 104-111 ,240,31,84,0.369,19,47,0.404,12,37,0.324,30,34,0.882,104,39,95,0.411,33,71,0.465,6,24,0.25,27,33,0.818,111,2013-12-29,LAL,PHI
5161,61,@,L 104-112 ,240,41,91,0.451,34,77,0.442,7,14,0.5,15,20,0.75,104,44,94,0.468,36,70,0.514,8,24,0.333,16,19,0.842,112,2013-12-29,SAC,SAS
5162,62,@,L 104-134 ,240,34,79,0.43,27,63,0.429,7,16,0.438,29,36,0.806,104,54,93,0.581,33,60,0.55,21,33,0.636,5,7,0.714,134,2014-01-02,CHA,POR
5163,63,Home,L 104-113 ,240,35,83,0.422,28,60,0.467,7,23,0.304,27,37,0.73,104,42,90,0.467,37,71,0.521,5,19,0.263,24,31,0.774,113,2014-01-02,SAC,PHI
5164,64,@,W 104-103 ,240,38,92,0.413,27,63,0.429,11,29,0.379,17,23,0.739,104,34,86,0.395,28,70,0.4,6,16,0.375,29,35,0.829,103,2014-01-08,PHO,MIN
5165,65,Home,W 104-95 (2OT),290,40,86,0.465,33,66,0.5,7,20,0.35,17,21,0.81,104,34,80,0.425,28,57,0.491,6,23,0.261,21,27,0.778,95,2014-01-10,BRK,MIA
5166,66,Home,W 104-99 ,240,42,86,0.488,36,71,0.507,6,15,0.4,14,23,0.609,104,38,92,0.413,27,62,0.435,11,30,0.367,12,16,0.75,99,2014-01-10,MEM,PHO
5167,67,Home,L 104-114 ,240,41,95,0.432,33,71,0.465,8,24,0.333,14,20,0.7,104,40,94,0.426,29,64,0.453,11,30,0.367,23,33,0.697,114,2014-01-10,PHI,DET
5168,68,@,L 104-112 ,240,44,95,0.463,40,81,0.494,4,14,0.286,12,17,0.706,104,40,93,0.43,30,72,0.417,10,21,0.476,22,26,0.846,112,2014-01-11,BOS,POR
5169,69,Home,W 104-86 ,240,42,74,0.568,33,61,0.541,9,13,0.692,11,14,0.786,104,33,93,0.355,28,76,0.368,5,17,0.294,15,18,0.833,86,2014-01-12,SAS,MIN
5170,70,@,W 104-92 ,240,37,79,0.468,29,60,0.483,8,19,0.421,22,34,0.647,104,38,101,0.376,35,84,0.417,3,17,0.176,13,14,0.929,92,2014-01-13,HOU,BOS
5171,71,@,W 104-92 ,240,38,82,0.463,32,57,0.561,6,25,0.24,22,25,0.88,104,33,82,0.402,21,48,0.438,12,34,0.353,14,21,0.667,92,2014-01-16,OKC,HOU
5172,72,Home,L 104-107 ,240,44,99,0.444,37,76,0.487,7,23,0.304,9,11,0.818,104,37,74,0.5,25,54,0.463,12,20,0.6,21,28,0.75,107,2014-01-17,BOS,LAL
5173,73,@,W 104-96 (OT),265,39,79,0.494,32,58,0.552,7,21,0.333,19,29,0.655,104,36,75,0.48,29,58,0.5,7,17,0.412,17,23,0.739,96,2014-01-18,MIA,CHA
5174,74,@,L 104-114 ,240,40,80,0.5,29,57,0.509,11,23,0.478,13,21,0.619,104,41,85,0.482,34,58,0.586,7,27,0.259,25,37,0.676,114,2014-01-18,MIL,HOU
5175,75,@,W 104-98 ,240,40,81,0.494,34,60,0.567,6,21,0.286,18,31,0.581,104,37,76,0.487,29,55,0.527,8,21,0.381,16,29,0.552,98,2014-01-18,DET,WAS
5176,76,Home,W 104-101 ,240,41,84,0.488,33,57,0.579,8,27,0.296,14,22,0.636,104,36,84,0.429,32,69,0.464,4,15,0.267,25,34,0.735,101,2014-01-22,MIL,DET
5177,77,@,W 104-95 ,240,40,84,0.476,32,64,0.5,8,20,0.4,16,22,0.727,104,38,89,0.427,32,69,0.464,6,20,0.3,13,16,0.813,95,2014-01-24,TOR,PHI
5178,78,@,L 104-115 ,240,38,89,0.427,29,67,0.433,9,22,0.409,19,22,0.864,104,46,95,0.484,42,79,0.532,4,16,0.25,19,24,0.792,115,2014-01-25,MIN,POR
5179,79,Home,W 104-101 ,240,38,81,0.469,28,57,0.491,10,24,0.417,18,22,0.818,104,39,91,0.429,32,71,0.451,7,20,0.35,16,18,0.889,101,2014-01-25,UTA,WAS
5180,80,@,W 104-103 ,240,37,79,0.468,28,57,0.491,9,22,0.409,21,26,0.808,104,37,77,0.481,26,53,0.491,11,24,0.458,18,22,0.818,103,2014-01-27,TOR,BRK
5181,81,@,W 104-92 ,240,42,99,0.424,37,78,0.474,5,21,0.238,15,27,0.556,104,37,94,0.394,32,70,0.457,5,24,0.208,13,16,0.813,92,2014-01-28,IND,LAL
5182,82,@,W 104-100 ,240,36,77,0.468,28,56,0.5,8,21,0.381,24,28,0.857,104,39,89,0.438,33,73,0.452,6,16,0.375,16,22,0.727,100,2014-02-08,SAS,CHA
5183,83,@,W 104-92 ,240,41,82,0.5,32,63,0.508,9,19,0.474,13,14,0.929,104,37,80,0.463,31,63,0.492,6,17,0.353,12,17,0.706,92,2014-02-12,SAS,BOS
5184,84,Home,W 104-83 ,240,38,94,0.404,27,61,0.443,11,33,0.333,17,22,0.773,104,30,78,0.385,26,58,0.448,4,20,0.2,19,23,0.826,83,2014-02-12,TOR,ATL
5185,85,Home,W 104-100 ,240,35,82,0.427,23,56,0.411,12,26,0.462,22,30,0.733,104,40,80,0.5,29,55,0.527,11,25,0.44,9,16,0.563,100,2014-02-18,MIL,ORL
5186,86,Home,W 104-91 ,240,40,83,0.482,34,63,0.54,6,20,0.3,18,31,0.581,104,35,87,0.402,29,65,0.446,6,22,0.273,15,20,0.75,91,2014-02-19,MIN,IND
5187,87,Home,L 104-121 ,240,37,79,0.468,34,60,0.567,3,19,0.158,27,36,0.75,104,43,84,0.512,32,62,0.516,11,22,0.5,24,33,0.727,121,2014-02-22,UTA,MIN
5188,88,@,W 104-96 ,240,38,82,0.463,25,51,0.49,13,31,0.419,15,22,0.682,104,40,99,0.404,36,86,0.419,4,13,0.308,12,18,0.667,96,2014-02-24,GSW,DET
5189,89,@,L 104-115 ,240,38,76,0.5,29,57,0.509,9,19,0.474,19,24,0.792,104,43,90,0.478,35,68,0.515,8,22,0.364,21,23,0.913,115,2014-02-26,ATL,BOS
5190,90,Home,L 104-114 ,240,39,80,0.488,26,49,0.531,13,31,0.419,13,17,0.765,104,40,86,0.465,29,60,0.483,11,26,0.423,23,24,0.958,114,2014-02-26,OKC,CLE
5191,91,@,L 104-116 ,240,42,78,0.538,37,65,0.569,5,13,0.385,15,17,0.882,104,40,74,0.541,30,51,0.588,10,23,0.435,26,32,0.813,116,2014-02-28,NOP,PHO
5192,92,Home,W 104-98 ,240,38,79,0.481,30,57,0.526,8,22,0.364,20,23,0.87,104,37,88,0.42,29,65,0.446,8,23,0.348,16,20,0.8,98,2014-03-02,TOR,GSW
5193,93,Home,L 104-110 ,240,39,81,0.481,30,62,0.484,9,19,0.474,17,21,0.81,104,43,79,0.544,37,66,0.561,6,13,0.462,18,21,0.857,110,2014-03-03,WAS,MEM
5194,94,@,W 104-96 ,240,40,78,0.513,32,58,0.552,8,20,0.4,16,22,0.727,104,39,86,0.453,32,67,0.478,7,19,0.368,11,19,0.579,96,2014-03-04,LAC,PHO
5195,95,Home,W 104-91 ,240,44,81,0.543,38,66,0.576,6,15,0.4,10,10,1.0,104,35,78,0.449,27,55,0.491,8,23,0.348,13,22,0.591,91,2014-03-05,WAS,UTA
5196,96,@,L 104-112 ,240,40,89,0.449,35,69,0.507,5,20,0.25,19,25,0.76,104,42,84,0.5,34,64,0.531,8,20,0.4,20,23,0.87,112,2014-03-07,MIL,NOP
5197,97,@,W 104-92 ,240,37,80,0.463,27,57,0.474,10,23,0.435,20,28,0.714,104,36,76,0.474,31,54,0.574,5,22,0.227,15,20,0.75,92,2014-03-08,UTA,PHI
5198,98,Home,W 104-89 ,240,41,77,0.532,29,52,0.558,12,25,0.48,10,16,0.625,104,36,81,0.444,31,58,0.534,5,23,0.217,12,21,0.571,89,2014-03-09,BRK,SAC
5199,99,Home,L 104-111 ,240,41,95,0.432,34,76,0.447,7,19,0.368,15,20,0.75,104,37,76,0.487,23,52,0.442,14,24,0.583,23,31,0.742,111,2014-03-09,MIN,TOR
5200,0,@,W 104-96 ,240,40,79,0.506,28,58,0.483,12,21,0.571,12,15,0.8,104,32,75,0.427,24,57,0.421,8,18,0.444,24,28,0.857,96,2014-03-11,SAS,CHI
5201,1,Home,L 104-112 (OT),265,37,91,0.407,30,68,0.441,7,23,0.304,23,30,0.767,104,41,104,0.394,34,80,0.425,7,24,0.292,23,25,0.92,112,2014-03-15,DET,IND
5202,2,@,L 104-113 ,240,37,75,0.493,28,52,0.538,9,23,0.391,21,28,0.75,104,40,78,0.513,31,56,0.554,9,22,0.409,24,29,0.828,113,2014-03-16,HOU,MIA
5203,3,Home,W 104-102 ,240,34,78,0.436,28,61,0.459,6,17,0.353,30,38,0.789,104,41,85,0.482,35,66,0.53,6,19,0.316,14,19,0.737,102,2014-03-16,MIN,SAC
5204,4,@,L 104-122 ,240,42,91,0.462,37,80,0.463,5,11,0.455,15,21,0.714,104,49,78,0.628,39,62,0.629,10,16,0.625,14,19,0.737,122,2014-03-16,UTA,SAS
5205,5,Home,W 104-99 ,240,37,75,0.493,28,55,0.509,9,20,0.45,21,35,0.6,104,40,85,0.471,31,58,0.534,9,27,0.333,10,12,0.833,99,2014-03-19,BRK,CHA
5206,6,Home,L 104-107 (OT),265,35,91,0.385,25,60,0.417,10,31,0.323,24,31,0.774,104,34,84,0.405,23,54,0.426,11,30,0.367,28,33,0.848,107,2014-03-23,DAL,BRK
5207,7,@,L 104-109 (OT),265,33,90,0.367,23,50,0.46,10,40,0.25,28,32,0.875,104,40,85,0.471,31,65,0.477,9,20,0.45,20,27,0.741,109,2014-03-24,BRK,NOP
5208,8,Home,L 104-114 ,240,41,96,0.427,31,70,0.443,10,26,0.385,12,14,0.857,104,38,82,0.463,26,52,0.5,12,30,0.4,26,32,0.813,114,2014-03-31,MIN,LAC
5209,9,@,L 104-116 ,240,41,88,0.466,32,61,0.525,9,27,0.333,13,21,0.619,104,46,76,0.605,31,45,0.689,15,31,0.484,9,11,0.818,116,2014-04-04,DET,BRK
5210,10,@,W 104-102 ,240,41,85,0.482,30,61,0.492,11,24,0.458,11,19,0.579,104,38,87,0.437,34,71,0.479,4,16,0.25,22,29,0.759,102,2014-04-09,IND,MIL
5211,11,@,L 104-112 ,240,39,82,0.476,30,56,0.536,9,26,0.346,17,19,0.895,104,43,96,0.448,30,66,0.455,13,30,0.433,13,16,0.813,112,2014-04-11,PHO,SAS
5212,12,@,L 104-111 ,240,39,88,0.443,30,66,0.455,9,22,0.409,17,21,0.81,104,35,74,0.473,25,47,0.532,10,27,0.37,31,39,0.795,111,2014-04-12,NOP,HOU
5213,13,Home,W 104-91 ,240,40,84,0.476,32,62,0.516,8,22,0.364,16,19,0.842,104,32,68,0.471,27,60,0.45,5,8,0.625,22,34,0.647,91,2014-04-12,WAS,MIL
5214,14,Home,W 104-98 ,240,38,85,0.447,34,63,0.54,4,22,0.182,24,29,0.828,104,39,89,0.438,35,72,0.486,4,17,0.235,16,18,0.889,98,2014-04-14,HOU,SAS
5215,15,Home,L 104-119 ,240,42,81,0.519,36,62,0.581,6,19,0.316,14,20,0.7,104,45,82,0.549,35,58,0.603,10,24,0.417,19,22,0.864,119,2014-04-14,UTA,LAL
5216,16,@,L 104-110 ,240,34,84,0.405,26,50,0.52,8,34,0.235,28,33,0.848,104,42,101,0.416,32,75,0.427,10,26,0.385,16,22,0.727,110,2014-04-16,LAC,POR
5217,17,@,W 104-99 ,240,40,86,0.465,32,66,0.485,8,20,0.4,16,22,0.727,104,37,86,0.43,33,67,0.493,4,19,0.211,21,30,0.7,99,2014-04-16,PHO,SAC
5218,18,@,W 104-80 ,240,36,71,0.507,29,47,0.617,7,24,0.292,25,30,0.833,104,31,85,0.365,28,68,0.412,3,17,0.176,15,17,0.882,80,2014-10-29,CHI,NYK
5219,19,@,W 104-93 ,240,40,77,0.519,26,50,0.52,14,27,0.519,10,14,0.714,104,38,81,0.469,35,63,0.556,3,18,0.167,14,17,0.824,93,2014-10-29,HOU,UTA
5220,20,@,L 104-127 ,240,41,88,0.466,37,74,0.5,4,14,0.286,18,25,0.72,104,46,83,0.554,35,60,0.583,11,23,0.478,24,28,0.857,127,2014-11-01,LAL,GSW
5221,21,Home,W 104-90 ,240,32,76,0.421,20,42,0.476,12,34,0.353,28,40,0.7,104,37,98,0.378,36,73,0.493,1,25,0.04,15,18,0.833,90,2014-11-01,HOU,BOS
5222,22,Home,L 104-109 ,240,38,89,0.427,31,70,0.443,7,19,0.368,21,28,0.75,104,46,89,0.517,40,64,0.625,6,25,0.24,11,19,0.579,109,2014-11-01,NOP,DAL
5223,23,@,W 104-93 ,240,32,75,0.427,16,41,0.39,16,34,0.471,24,30,0.8,104,33,74,0.446,22,52,0.423,11,22,0.5,16,23,0.696,93,2014-11-03,HOU,PHI
5224,24,@,L 104-121 ,240,38,82,0.463,31,63,0.492,7,19,0.368,21,27,0.778,104,43,74,0.581,28,49,0.571,15,25,0.6,20,20,1.0,121,2014-11-05,LAC,GSW
5225,25,Home,W 104-96 ,240,40,83,0.482,36,69,0.522,4,14,0.286,20,23,0.87,104,39,75,0.52,31,60,0.517,8,15,0.533,10,16,0.625,96,2014-11-09,BRK,ORL
5226,26,Home,W 104-100 ,240,35,77,0.455,26,56,0.464,9,21,0.429,25,30,0.833,104,39,81,0.481,27,56,0.482,12,25,0.48,10,16,0.625,100,2014-11-11,TOR,ORL
5227,27,@,L 104-112 ,240,35,74,0.473,26,53,0.491,9,21,0.429,25,32,0.781,104,39,81,0.481,31,57,0.544,8,24,0.333,26,29,0.897,112,2014-11-12,BRK,PHO
5228,28,Home,L 104-114 ,240,42,84,0.5,42,76,0.553,0,8,0.0,20,24,0.833,104,44,89,0.494,37,62,0.597,7,27,0.259,19,23,0.826,114,2014-11-24,PHI,POR
5229,29,Home,W 104-100 ,240,37,82,0.451,33,65,0.508,4,17,0.235,26,32,0.813,104,39,84,0.464,25,51,0.49,14,33,0.424,8,11,0.727,100,2014-11-24,TOR,PHO
5230,30,@,W 104-98 ,240,37,78,0.474,25,50,0.5,12,28,0.429,18,19,0.947,104,35,78,0.449,25,51,0.49,10,27,0.37,18,24,0.75,98,2014-11-26,LAC,DET
5231,31,@,W 104-88 ,240,39,77,0.506,26,48,0.542,13,29,0.448,13,16,0.813,104,34,83,0.41,28,60,0.467,6,23,0.261,14,25,0.56,88,2014-11-28,MIL,DET
5232,32,@,L 104-112 ,240,38,75,0.507,32,65,0.492,6,10,0.6,22,26,0.846,104,42,82,0.512,30,58,0.517,12,24,0.5,16,20,0.8,112,2014-11-28,SAC,SAS
5233,33,@,W 104-93 ,240,37,79,0.468,28,58,0.483,9,21,0.429,21,27,0.778,104,33,91,0.363,22,68,0.324,11,23,0.478,16,24,0.667,93,2014-11-30,GSW,DET
5234,34,@,L 104-112 ,240,37,84,0.44,30,60,0.5,7,24,0.292,23,27,0.852,104,39,88,0.443,34,71,0.479,5,17,0.294,29,45,0.644,112,2014-12-02,OKC,NOP
5235,35,Home,L 104-123 ,240,42,87,0.483,34,59,0.576,8,28,0.286,12,15,0.8,104,45,79,0.57,33,58,0.569,12,21,0.571,21,24,0.875,123,2014-12-03,UTA,TOR
5236,36,@,W 104-87 ,240,43,83,0.518,35,65,0.538,8,18,0.444,10,15,0.667,104,36,90,0.4,31,71,0.437,5,19,0.263,10,15,0.667,87,2014-12-07,NOP,LAL
5237,37,Home,W 104-93 ,240,40,80,0.5,36,65,0.554,4,15,0.267,20,26,0.769,104,37,78,0.474,28,59,0.475,9,19,0.474,10,13,0.769,93,2014-12-09,NOP,NYK
5238,38,Home,W 104-96 ,240,39,80,0.488,30,64,0.469,9,16,0.563,17,21,0.81,104,32,75,0.427,26,55,0.473,6,20,0.3,26,31,0.839,96,2014-12-12,WAS,LAC
5239,39,@,W 104-92 ,240,41,87,0.471,35,67,0.522,6,20,0.3,16,24,0.667,104,36,84,0.429,31,66,0.47,5,18,0.278,15,17,0.882,92,2014-12-16,OKC,SAC
5240,40,Home,W 104-97 ,240,41,87,0.471,34,64,0.531,7,23,0.304,15,29,0.517,104,37,77,0.481,30,58,0.517,7,19,0.368,16,22,0.727,97,2014-12-17,POR,MIL
5241,41,@,W 104-103 ,240,37,86,0.43,29,65,0.446,8,21,0.381,22,29,0.759,104,41,85,0.482,31,60,0.517,10,25,0.4,11,15,0.733,103,2014-12-19,OKC,LAL
5242,42,Home,W 104-86 ,240,42,87,0.483,33,65,0.508,9,22,0.409,11,16,0.688,104,33,85,0.388,25,54,0.463,8,31,0.258,12,15,0.8,86,2014-12-20,CHA,UTA
5243,43,@,W 104-97 ,240,38,74,0.514,28,48,0.583,10,26,0.385,18,24,0.75,104,34,86,0.395,19,43,0.442,15,43,0.349,14,18,0.778,97,2014-12-20,ATL,HOU
5244,44,@,W 104-92 ,240,40,78,0.513,34,61,0.557,6,17,0.353,18,25,0.72,104,34,83,0.41,31,69,0.449,3,14,0.214,21,29,0.724,92,2014-12-21,PHO,WAS
5245,45,@,L 104-107 ,240,37,92,0.402,26,63,0.413,11,29,0.379,19,28,0.679,104,34,76,0.447,22,53,0.415,12,23,0.522,27,35,0.771,107,2014-12-23,LAC,ATL
5246,46,@,L 104-125 ,240,39,88,0.443,35,75,0.467,4,13,0.308,22,29,0.759,104,44,84,0.524,32,60,0.533,12,24,0.5,25,31,0.806,125,2014-12-23,MIN,CLE
5247,47,@,W 104-94 (OT),265,40,85,0.471,34,64,0.531,6,21,0.286,18,21,0.857,104,33,90,0.367,26,65,0.4,7,25,0.28,21,26,0.808,94,2014-12-29,MIL,CHO
5248,48,@,W 104-103 ,240,35,73,0.479,27,55,0.491,8,18,0.444,26,28,0.929,104,40,86,0.465,31,57,0.544,9,29,0.31,14,23,0.609,103,2014-12-29,WAS,HOU
5249,49,@,L 104-109 (OT),265,45,100,0.45,40,83,0.482,5,17,0.294,9,11,0.818,104,37,100,0.37,31,72,0.431,6,28,0.214,29,40,0.725,109,2015-01-03,BOS,CHI
5250,50,@,W 104-95 ,240,38,78,0.487,32,59,0.542,6,19,0.316,22,23,0.957,104,36,91,0.396,29,73,0.397,7,18,0.389,16,23,0.696,95,2015-01-05,CHA,BOS
5251,51,Home,L 104-105 ,240,36,79,0.456,27,58,0.466,9,21,0.429,23,34,0.676,104,41,87,0.471,38,68,0.559,3,19,0.158,20,28,0.714,105,2015-01-06,SAS,DET
5252,52,Home,W 104-83 ,240,36,92,0.391,26,73,0.356,10,19,0.526,22,28,0.786,104,29,89,0.326,20,59,0.339,9,30,0.3,16,23,0.696,83,2015-01-07,SAC,OKC
5253,53,@,W 104-90 ,240,39,81,0.481,33,60,0.55,6,21,0.286,20,24,0.833,104,34,75,0.453,25,49,0.51,9,26,0.346,13,18,0.722,90,2015-01-11,MIA,LAC
5254,54,Home,L 104-108 (OT),265,38,86,0.442,37,68,0.544,1,18,0.056,27,34,0.794,104,43,100,0.43,37,76,0.487,6,24,0.25,16,23,0.696,108,2015-01-13,SAC,DAL
5255,55,Home,W 104-89 ,240,38,81,0.469,25,52,0.481,13,29,0.448,15,19,0.789,104,30,71,0.423,24,53,0.453,6,18,0.333,23,27,0.852,89,2015-01-14,GSW,MIA
5256,56,Home,W 104-81 ,240,36,76,0.474,30,57,0.526,6,19,0.316,26,32,0.813,104,30,81,0.37,24,60,0.4,6,21,0.286,15,18,0.833,81,2015-01-22,CHI,SAS
5257,57,@,W 104-91 ,240,34,73,0.466,25,47,0.532,9,26,0.346,27,34,0.794,104,34,82,0.415,27,64,0.422,7,18,0.389,16,23,0.696,91,2015-01-27,TOR,IND
5258,58,@,W 104-86 ,240,44,93,0.473,44,82,0.537,0,11,0.0,16,25,0.64,104,33,92,0.359,28,68,0.412,5,24,0.208,15,20,0.75,86,2015-01-31,CHA,DEN
5259,59,Home,W 104-97 ,240,37,75,0.493,29,55,0.527,8,20,0.4,22,26,0.846,104,38,90,0.422,32,67,0.478,6,23,0.261,15,18,0.833,97,2015-02-02,OKC,ORL
5260,60,Home,W 104-100 ,240,40,99,0.404,28,71,0.394,12,28,0.429,12,17,0.706,104,33,80,0.413,29,56,0.518,4,24,0.167,30,33,0.909,100,2015-02-04,BOS,DEN
5261,61,Home,W 104-86 ,240,42,80,0.525,35,60,0.583,7,20,0.35,13,15,0.867,104,35,75,0.467,33,63,0.524,2,12,0.167,14,27,0.519,86,2015-02-10,CHI,SAC
5262,62,@,W 104-87 ,240,42,88,0.477,32,61,0.525,10,27,0.37,10,11,0.909,104,33,81,0.407,24,60,0.4,9,21,0.429,12,17,0.706,87,2015-02-11,SAS,DET
5263,63,Home,W 104-89 ,240,38,91,0.418,31,69,0.449,7,22,0.318,21,26,0.808,104,33,91,0.363,24,64,0.375,9,27,0.333,14,17,0.824,89,2015-02-19,OKC,DAL
5264,64,Home,W 104-98 ,240,39,81,0.481,31,62,0.5,8,19,0.421,18,23,0.783,104,34,89,0.382,25,63,0.397,9,26,0.346,21,22,0.955,98,2015-02-22,IND,GSW
5265,65,Home,W 104-87 ,240,39,85,0.459,26,50,0.52,13,35,0.371,13,16,0.813,104,34,80,0.425,29,49,0.592,5,31,0.161,14,18,0.778,87,2015-02-25,ATL,DAL
5266,66,Home,W 104-88 ,240,44,82,0.537,39,67,0.582,5,15,0.333,11,16,0.688,104,31,75,0.413,20,50,0.4,11,25,0.44,15,19,0.789,88,2015-02-25,MIL,PHI
5267,67,@,W 104-82 ,240,39,68,0.574,30,47,0.638,9,21,0.429,17,21,0.81,104,28,84,0.333,20,52,0.385,8,32,0.25,18,29,0.621,82,2015-02-27,UTA,DEN
5268,68,Home,W 104-102 ,240,39,76,0.513,33,60,0.55,6,16,0.375,20,27,0.741,104,41,84,0.488,33,63,0.524,8,21,0.381,12,16,0.75,102,2015-02-27,NOP,MIA
5269,69,@,W 104-94 ,240,40,77,0.519,30,54,0.556,10,23,0.435,14,23,0.609,104,35,82,0.427,26,54,0.481,9,28,0.321,15,18,0.833,94,2015-02-28,BRK,DAL
5270,70,Home,W 104-96 ,240,39,86,0.453,31,57,0.544,8,29,0.276,18,21,0.857,104,39,90,0.433,25,49,0.51,14,41,0.341,4,9,0.444,96,2015-03-03,ATL,HOU
5271,71,Home,W 104-103 ,240,39,79,0.494,34,66,0.515,5,13,0.385,21,31,0.677,104,39,86,0.453,33,69,0.478,6,17,0.353,19,21,0.905,103,2015-03-03,CHA,LAL
5272,72,Home,W 104-89 ,240,38,81,0.469,27,58,0.466,11,23,0.478,17,19,0.895,104,32,87,0.368,26,67,0.388,6,20,0.3,19,26,0.731,89,2015-03-06,GSW,DAL
5273,73,@,W 104-98 ,240,36,79,0.456,26,56,0.464,10,23,0.435,22,25,0.88,104,38,80,0.475,30,59,0.508,8,21,0.381,14,15,0.933,98,2015-03-06,BOS,NOP
5274,74,@,L 104-108 ,240,42,98,0.429,31,71,0.437,11,27,0.407,9,9,1.0,104,42,82,0.512,36,61,0.59,6,21,0.286,18,25,0.72,108,2015-03-08,TOR,OKC
5275,75,Home,W 104-98 ,240,37,81,0.457,31,60,0.517,6,21,0.286,24,38,0.632,104,32,73,0.438,26,56,0.464,6,17,0.353,28,39,0.718,98,2015-03-11,MIA,BRK
5276,76,@,W 104-95 (OT),265,40,87,0.46,30,63,0.476,10,24,0.417,14,20,0.7,104,36,104,0.346,25,63,0.397,11,41,0.268,12,25,0.48,95,2015-03-11,CHI,PHI
5277,77,Home,W 104-100 (OT),265,41,91,0.451,38,77,0.494,3,14,0.214,19,27,0.704,104,36,94,0.383,33,80,0.413,3,14,0.214,25,30,0.833,100,2015-03-17,NYK,SAS
5278,78,@,L 104-108 ,240,41,81,0.506,31,55,0.564,10,26,0.385,12,21,0.571,104,46,87,0.529,39,77,0.506,7,10,0.7,9,14,0.643,108,2015-03-18,POR,MIA
5279,79,@,L 104-111 ,240,38,80,0.475,31,56,0.554,7,24,0.292,21,24,0.875,104,43,94,0.457,38,82,0.463,5,12,0.417,20,24,0.833,111,2015-03-20,POR,ORL
5280,80,Home,L 104-106 (OT),265,38,87,0.437,29,59,0.492,9,28,0.321,19,31,0.613,104,37,78,0.474,25,59,0.424,12,19,0.632,20,25,0.8,106,2015-03-23,UTA,MIN
5281,81,@,L 104-108 ,240,35,75,0.467,28,52,0.538,7,23,0.304,27,29,0.931,104,40,93,0.43,28,64,0.438,12,29,0.414,16,24,0.667,108,2015-03-24,TOR,DET
5282,82,Home,W 104-99 ,240,38,76,0.5,28,59,0.475,10,17,0.588,18,26,0.692,104,40,90,0.444,34,75,0.453,6,15,0.4,13,19,0.684,99,2015-03-29,IND,DAL
5283,83,Home,L 104-116 ,240,40,85,0.471,33,59,0.559,7,26,0.269,17,19,0.895,104,45,89,0.506,36,63,0.571,9,26,0.346,17,23,0.739,116,2015-03-30,CHA,BOS
5284,84,@,W 104-84 ,240,39,82,0.476,29,49,0.592,10,33,0.303,16,18,0.889,104,28,76,0.368,22,60,0.367,6,16,0.375,22,27,0.815,84,2015-03-30,UTA,MIN
5285,85,@,L 104-107 ,240,40,82,0.488,32,57,0.561,8,25,0.32,16,19,0.842,104,45,94,0.479,41,76,0.539,4,18,0.222,13,16,0.813,107,2015-04-08,PHO,DAL
5286,86,@,W 104-99 ,240,36,74,0.486,25,40,0.625,11,34,0.324,21,26,0.808,104,42,84,0.5,36,66,0.545,6,18,0.333,9,13,0.692,99,2015-04-08,CLE,MIL
5287,87,Home,W 104-80 ,240,41,82,0.5,31,54,0.574,10,28,0.357,12,16,0.75,104,30,83,0.361,22,53,0.415,8,30,0.267,12,18,0.667,80,2015-04-10,ATL,CHO
5288,88,@,W 104-103 ,240,41,85,0.482,37,68,0.544,4,17,0.235,18,24,0.75,104,31,66,0.47,22,45,0.489,9,21,0.429,32,53,0.604,103,2015-04-10,SAS,HOU
5289,89,Home,L 104-107 ,240,37,81,0.457,31,61,0.508,6,20,0.3,24,44,0.545,104,35,83,0.422,26,57,0.456,9,26,0.346,28,37,0.757,107,2015-04-11,MIA,TOR
5290,90,@,L 104-116 ,240,41,95,0.432,30,67,0.448,11,28,0.393,11,28,0.393,104,42,79,0.532,32,59,0.542,10,20,0.5,22,35,0.629,116,2015-04-12,OKC,IND
5291,91,Home,W 104-94 ,240,36,73,0.493,24,53,0.453,12,20,0.6,20,21,0.952,104,33,84,0.393,27,60,0.45,6,24,0.25,22,29,0.759,94,2015-10-28,MIA,CHO
5292,92,Home,L 104-111 ,240,41,94,0.436,30,70,0.429,11,24,0.458,11,18,0.611,104,42,80,0.525,36,61,0.59,6,19,0.316,21,31,0.677,111,2015-10-28,SAC,LAC
5293,93,Home,W 104-88 ,240,38,87,0.437,30,56,0.536,8,31,0.258,20,33,0.606,104,35,97,0.361,29,67,0.433,6,30,0.2,12,15,0.8,88,2015-10-29,LAC,DAL
5294,94,Home,W 104-98 ,240,40,90,0.444,33,72,0.458,7,18,0.389,17,21,0.81,104,38,84,0.452,33,71,0.465,5,13,0.385,17,20,0.85,98,2015-11-05,CHI,OKC
5295,95,@,W 104-98 ,240,33,78,0.423,26,55,0.473,7,23,0.304,31,40,0.775,104,40,93,0.43,37,74,0.5,3,19,0.158,15,20,0.75,98,2015-11-06,LAL,BRK
